id,date,hour,bc_price,bc_demand,ab_price,ab_demand,transfer,bc_price_evo
103,0.461086,0.893617,0.033025,0.368789,0.002293,0.305023,0.317105,1
104,0.022565,0.468085,0.089198,0.491669,0.003467,0.422915,0.414912,1
105,0.02199,0.319149,0.047286,0.417882,0.003467,0.422915,0.414912,0
106,0.455732,0.893617,0.040771,0.605028,0.002811,0.507509,0.45614,1
107,0.425645,0.893617,0.078119,0.314936,0.003467,0.422915,0.414912,1
108,0.447901,0.829787,0.044314,0.743231,0.003043,0.55101,0.526754,1
109,0.004336,0.319149,0.043533,0.534365,0.003467,0.422915,0.414912,0
110,0.001018,0.276596,0.122703,0.482594,0.003467,0.422915,0.414912,1
111,0.474448,0.702128,0.087637,0.44332,0.006064,0.351372,0.282018,1
112,0.8935,0.170213,0.031434,0.279084,0.002011,0.380373,0.744737,0
113,0.013097,0.0,0.048667,0.52767,0.003467,0.422915,0.414912,1
114,0.43414,0.787234,0.121592,0.547307,0.003467,0.422915,0.414912,1
115,0.013274,0.382979,0.043203,0.601012,0.003467,0.422915,0.414912,0
116,0.424494,0.297872,0.056923,0.07706,0.003467,0.422915,0.414912,0
117,0.433432,0.425532,0.09151,0.587474,0.003467,0.422915,0.414912,1
118,0.893589,0.787234,0.114027,0.809432,0.007472,0.682289,0.55,1
119,0.438255,0.93617,0.060166,0.316424,0.003467,0.422915,0.414912,1
120,0.469714,0.042553,0.03882,0.154418,0.002615,0.309166,0.564912,0
121,0.433963,0.829787,0.048697,0.336209,0.003467,0.422915,0.414912,1
122,0.022123,0.851064,0.086406,0.369235,0.003467,0.422915,0.414912,1
123,0.434184,0.170213,0.055993,0.190866,0.003467,0.422915,0.414912,0
124,0.468962,0.468085,0.054221,0.514877,0.003698,0.552822,0.253509,1
125,0.876908,0.404255,0.035547,0.556977,0.002443,0.525893,0.333333,1
126,0.447325,0.255319,0.036988,0.441089,0.002086,0.371828,0.725439,0
127,0.447856,0.276596,0.033295,0.218685,0.00097,0.120145,0.765789,0
128,0.876466,0.06383,0.028462,0.159328,0.000841,0.296479,0.784649,1
129,0.871731,0.085106,0.063408,0.336953,0.004136,0.404713,0.639035,1
130,0.438211,0.468085,0.076468,0.509223,0.003467,0.422915,0.414912,1
131,0.912393,0.787234,0.043653,0.32535,0.0029,0.290264,0.625877,0
132,0.915623,0.553191,0.062658,0.518149,0.004003,0.584153,0.325877,0
133,0.881288,0.808511,0.036027,0.390062,0.002351,0.411963,0.613158,1
134,0.433653,0.957447,0.041431,0.316424,0.003467,0.422915,0.414912,0
135,0.867395,0.404255,0.033596,0.355251,0.001828,0.303729,0.887281,1
136,0.876244,0.93617,0.028492,0.441238,0.000868,0.393578,0.725439,0
137,0.885492,0.042553,0.031524,0.301101,0.002086,0.412481,0.529386,0
138,0.88089,0.106383,0.034016,0.215561,0.001994,0.313568,0.753509,1
139,0.894164,0.212766,0.059265,0.314639,0.003508,0.415847,0.787281,0
140,0.893677,0.489362,0.028912,0.502975,0.002036,0.59477,0.296491,0
141,0.474138,0.744681,0.027921,0.427551,0.001849,0.330399,0.777632,0
142,0.000398,1.0,0.13093,0.489586,0.003467,0.422915,0.414912,1
143,0.451794,1.0,0.040621,0.641773,0.002734,0.512429,0.594737,0
144,0.906951,0.297872,0.035817,0.164237,0.002536,0.421802,0.258333,1
145,0.456263,0.148936,0.027891,0.262422,0.001845,0.33014,0.74386,0
146,0.876466,0.702128,0.028702,0.552514,0.001818,0.518643,0.645175,0
147,0.026724,0.787234,0.051459,0.428444,0.003467,0.422915,0.414912,0
148,0.460422,0.87234,0.02669,0.387385,0.001803,0.307613,0.584649,0
149,0.438299,0.0,0.050078,0.293514,0.003467,0.422915,0.414912,0
150,0.438255,0.744681,0.060166,0.406129,0.003467,0.422915,0.414912,1
151,0.438919,0.617021,0.047046,0.237876,0.003467,0.422915,0.414912,0
152,0.474006,0.744681,0.029362,0.408509,0.001982,0.335318,0.707018,1
153,0.468917,0.829787,0.029122,0.41684,0.001996,0.375453,0.299123,0
154,0.013495,0.212766,0.072295,0.219875,0.003467,0.422915,0.414912,1
155,0.425689,0.042553,0.056923,0.169592,0.003467,0.422915,0.414912,0
156,0.424981,0.468085,0.080611,0.284737,0.003467,0.422915,0.414912,1
157,0.013716,0.06383,0.045965,0.387831,0.003467,0.422915,0.414912,1
158,0.876289,0.574468,0.029392,0.649807,0.022781,0.967374,0.060965,0
159,0.872307,0.06383,0.021706,0.1205,0.000839,0.286898,0.732018,0
160,0.881465,0.191489,0.028131,0.16632,0.001793,0.283791,0.787719,0
161,0.898766,0.021277,0.084724,0.520232,0.002935,0.474625,0.61886,1
162,0.455732,0.106383,0.033505,0.348557,0.002231,0.358105,0.683333,0
163,0.468785,0.425532,0.029182,0.337697,0.001915,0.187985,0.662281,1
164,0.433963,0.106383,0.040801,0.120202,0.003467,0.422915,0.414912,0
165,0.889385,0.361702,0.027831,0.430229,0.001813,0.276541,0.75614,0
166,0.031503,0.06383,0.073226,0.208271,0.003467,0.422915,0.414912,1
167,0.907659,0.914894,0.041011,0.382178,0.00279,0.475401,0.370614,0
168,0.906863,0.787234,0.075447,0.453585,0.005021,0.396168,0.535526,1
169,0.017743,0.893617,0.066591,0.370872,0.003467,0.422915,0.414912,1
170,0.894606,0.425532,0.097694,0.611871,0.006043,0.374676,0.701754,1
171,0.447104,0.723404,0.075808,0.747099,0.005278,0.654065,0.409211,1
172,0.456617,0.893617,0.035517,0.590301,0.00236,0.491973,0.655702,1
173,0.872395,0.446809,0.028822,0.568432,0.001813,0.587519,0.608333,1
174,4.4e-05,0.595745,0.041041,0.462065,0.003467,0.422915,0.414912,0
175,0.452237,0.574468,0.033325,0.531836,0.002248,0.562921,0.550877,0
176,0.438122,0.319149,0.078269,0.458792,0.003467,0.422915,0.414912,1
177,0.867528,0.978723,0.036117,0.425915,0.001373,0.388918,0.773246,1
178,0.0273,0.425532,0.077639,0.329069,0.003467,0.422915,0.414912,1
179,0.021857,0.574468,0.087997,0.465486,0.003467,0.422915,0.414912,1
180,0.022388,0.851064,0.072475,0.338143,0.003467,0.422915,0.414912,1
181,0.442812,0.851064,0.054491,0.551919,0.003801,0.503107,0.277632,0
182,0.880979,0.914894,0.029002,0.292919,0.000868,0.301916,0.72193,1
183,0.425202,0.574468,0.060376,0.455817,0.003467,0.422915,0.414912,0
184,0.876333,0.0,0.028822,0.35778,0.001616,0.407302,0.769298,0
185,0.451661,0.446809,0.046175,0.684023,0.003076,0.7087,0.403947,1
186,0.87213,0.851064,0.028191,0.409253,0.001207,0.443035,0.747807,1
187,0.013583,0.702128,0.074727,0.477983,0.003467,0.422915,0.414912,1
188,0.867174,0.425532,0.03903,0.482892,0.002653,0.377784,0.332456,0
189,0.872174,0.829787,0.035157,0.588664,0.001728,0.484982,0.750877,0
190,0.022477,0.297872,0.076018,0.365963,0.003467,0.422915,0.414912,1
191,0.877129,0.170213,0.032545,0.176584,0.002121,0.212325,0.573246,0
192,0.903234,0.723404,0.116489,0.550431,0.007871,0.595028,0.385088,1
193,0.000885,0.425532,0.229014,0.599821,0.003467,0.422915,0.414912,1
194,0.902659,0.787234,0.089438,0.638649,0.005883,0.683843,0.443421,1
195,0.876687,0.808511,0.029663,0.460577,0.001894,0.369757,0.654386,1
196,0.893943,0.446809,0.075718,0.621244,0.004798,0.519161,0.832456,0
197,0.455732,0.319149,0.048577,0.654865,0.003353,0.559037,0.547368,1
198,0.890359,0.468085,0.028972,0.703362,0.00204,0.664682,0.342105,0
199,0.424804,0.021277,0.056623,0.242041,0.003467,0.422915,0.414912,0
200,0.005309,0.212766,0.076858,0.24814,0.003467,0.422915,0.414912,0
201,0.014159,0.978723,0.045485,0.510116,0.003467,0.422915,0.414912,0
202,0.912039,0.808511,0.042542,0.420262,0.002781,0.394614,0.518421,0
203,4.4e-05,0.510638,0.044374,0.480363,0.003467,0.422915,0.414912,0
204,0.876377,0.489362,0.032605,0.482743,0.001959,0.364837,0.898684,1
205,0.433565,0.531915,0.055482,0.517554,0.003467,0.422915,0.414912,0
206,0.004956,0.234043,0.056323,0.278489,0.003467,0.422915,0.414912,0
207,0.451263,0.085106,0.042062,0.269414,0.002794,0.385552,0.636404,1
208,0.008672,0.765957,0.11823,0.804969,0.003467,0.422915,0.414912,1
209,0.991018,0.361702,0.06521,0.651443,0.00446,0.581823,0.408772,0
210,0.42914,0.87234,0.080881,0.428741,0.003467,0.422915,0.414912,1
211,0.885271,0.489362,0.038009,0.543291,0.002648,0.556447,0.160526,1
212,0.009734,0.680851,0.085535,0.549688,0.003467,0.422915,0.414912,1
213,0.890226,0.042553,0.085475,0.562035,0.004192,0.554117,0.523684,1
214,0.027344,0.851064,0.074817,0.390509,0.003467,0.422915,0.414912,1
215,0.44268,0.808511,0.14534,0.645344,0.009796,0.551528,0.416667,1
216,0.902925,0.744681,0.088868,0.621244,0.005901,0.626618,0.376754,1
217,0.442989,0.0,0.056293,0.343499,0.003725,0.33506,0.502193,1
218,0.005398,0.255319,0.074817,0.227016,0.003467,0.422915,0.414912,1
219,0.425468,0.531915,0.147112,0.619458,0.003467,0.422915,0.414912,1
220,0.442591,0.787234,0.123634,0.633889,0.008471,0.455205,0.500526,1
221,0.893899,0.382979,0.15777,0.856888,0.010546,0.774728,0.511404,1
222,0.022433,0.276596,0.074847,0.371021,0.003467,0.422915,0.414912,1
223,0.443432,0.042553,0.044194,0.427403,0.002935,0.445365,0.578947,0
224,0.434494,0.382979,0.059715,0.533918,0.003467,0.422915,0.414912,1
225,0.907084,0.106383,0.044734,0.259893,0.003004,0.389436,0.521491,0
226,0.027123,0.87234,0.05215,0.337102,0.003467,0.422915,0.414912,0
227,0.438343,0.191489,0.06518,0.132104,0.003467,0.422915,0.414912,1
228,0.013008,0.680851,0.082773,0.508628,0.003467,0.422915,0.414912,1
229,0.468917,0.148936,0.025459,0.135674,0.001693,0.170119,0.565351,0
230,0.425778,0.617021,0.084965,0.512943,0.003467,0.422915,0.414912,1
231,0.014159,0.659574,0.0662,0.483487,0.003467,0.422915,0.414912,1
232,0.009115,0.191489,0.061517,0.20604,0.003467,0.422915,0.414912,1
233,0.911818,0.957447,0.042873,0.32654,0.002769,0.240031,0.720175,1
234,0.906907,0.510638,0.030173,0.301696,0.002019,0.223718,0.572368,0
235,0.473165,0.510638,0.057674,0.598036,0.003841,0.538322,0.442982,1
236,0.018052,0.446809,0.083493,0.371913,0.003467,0.422915,0.414912,1
237,0.027344,0.021277,0.048487,0.184766,0.003467,0.422915,0.414912,0
238,0.429185,0.93617,0.080581,0.457899,0.003467,0.422915,0.414912,0
239,0.42507,0.680851,0.067341,0.474264,0.003467,0.422915,0.414912,0
240,0.434273,0.765957,0.045334,0.351681,0.003467,0.422915,0.414912,0
241,0.434229,0.893617,0.059385,0.38069,0.003467,0.422915,0.414912,0
242,0.890049,0.12766,0.028221,0.29634,0.001882,0.423615,0.524561,0
243,0.009203,1.0,0.081632,0.600417,0.003467,0.422915,0.414912,1
244,0.875935,0.702128,0.038609,0.682386,0.002358,0.575608,0.59386,1
245,0.460555,0.93617,0.028281,0.443767,0.001851,0.422579,0.74386,1
246,0.438653,0.659574,0.057974,0.494793,0.003467,0.422915,0.414912,1
247,0.433565,0.255319,0.071034,0.414758,0.003467,0.422915,0.414912,1
248,0.424716,0.446809,0.10508,0.516364,0.003467,0.422915,0.414912,1
249,0.885005,0.574468,0.104389,0.388724,0.00683,0.315381,0.611842,1
250,0.459891,0.382979,0.063288,0.590747,0.004256,0.566805,0.55,1
251,0.88089,0.702128,0.028762,0.469801,0.001905,0.464267,0.664035,0
252,0.473873,0.893617,0.038129,0.476941,0.002518,0.349301,0.755263,1
253,0.434007,0.042553,0.043383,0.134781,0.003467,0.422915,0.414912,0
254,0.898456,0.340426,0.097124,0.63731,0.006531,0.662092,0.407018,1
255,0.894695,0.212766,0.049808,0.278489,0.003205,0.363801,0.691228,0
256,0.437989,0.234043,0.046625,0.07706,0.003467,0.422915,0.414912,0
257,0.434273,0.361702,0.051039,0.44213,0.003467,0.422915,0.414912,0
258,0.013318,0.808511,0.090068,0.802142,0.003467,0.422915,0.414912,1
259,0.447635,0.297872,0.050348,0.611425,0.003299,0.52434,0.55307,1
260,0.474448,0.276596,0.034646,0.276257,0.002428,0.221647,0.347368,0
261,0.437901,1.0,0.051849,0.406724,0.003467,0.422915,0.414912,0
262,0.443299,0.553191,0.046055,0.510562,0.003164,0.589073,0.370175,0
263,0.903279,0.489362,0.088117,0.523207,0.005858,0.556706,0.406579,1
264,0.871687,0.191489,0.023718,0.139096,0.000821,0.13102,0.886404,0
265,0.433875,0.361702,0.057043,0.559357,0.003467,0.422915,0.414912,1
266,0.88558,0.914894,0.028762,0.465933,0.001978,0.459865,0.444737,0
267,0.433565,0.234043,0.071034,0.384707,0.003467,0.422915,0.414912,1
268,0.032034,0.382979,0.074817,0.363582,0.003467,0.422915,0.414912,1
269,0.912216,1.0,0.089438,0.442428,0.006151,0.425945,0.444298,1
270,0.442414,0.234043,0.045725,0.218685,0.003105,0.207147,0.500526,0
271,0.464581,0.574468,0.114567,0.567391,0.007721,0.484464,0.520614,1
272,0.008672,0.702128,0.11829,0.60235,0.003467,0.422915,0.414912,1
273,0.018274,0.148936,0.041281,0.149212,0.003467,0.422915,0.414912,0
274,0.47374,0.06383,0.02648,0.130021,0.001687,0.288711,0.680702,0
275,0.429362,0.0,0.058034,0.355698,0.003467,0.422915,0.414912,0
276,0.885448,0.978723,0.047406,0.471586,0.003141,0.431642,0.617105,1
277,0.005265,0.765957,0.10475,0.788307,0.003467,0.422915,0.414912,1
278,0.031415,0.425532,0.074817,0.543439,0.003467,0.422915,0.414912,0
279,0.907836,0.468085,0.045725,0.355698,0.002968,0.27421,0.702193,1
280,0.017477,0.978723,0.104179,0.523802,0.003467,0.422915,0.414912,1
281,0.447104,0.744681,0.088147,0.812109,0.006109,0.69653,0.412281,1
282,0.90704,0.191489,0.034346,0.164832,0.002291,0.256603,0.601754,0
283,0.004734,0.148936,0.042272,0.230735,0.003467,0.422915,0.414912,0
284,0.005088,0.87234,0.071815,0.465784,0.003467,0.422915,0.414912,1
285,0.456307,0.361702,0.040381,0.642368,0.002711,0.647851,0.526754,1
286,0.451573,0.659574,0.042632,0.577655,0.000976,0.24262,0.835965,1
287,0.02668,0.148936,0.042903,0.056084,0.003467,0.422915,0.414912,0
288,0.026901,0.425532,0.129008,0.588813,0.003467,0.422915,0.414912,1
289,0.013982,0.553191,0.074306,0.536745,0.003467,0.422915,0.414912,0
290,0.907924,0.042553,0.061307,0.286373,0.004142,0.452097,0.413596,0
291,0.021857,0.0,0.075057,0.441089,0.003467,0.422915,0.414912,1
292,0.876244,0.276596,0.031014,0.459982,0.002029,0.57768,0.550439,1
293,0.424716,0.085106,0.055242,0.084647,0.003467,0.422915,0.414912,0
294,0.867484,0.382979,0.033415,0.60964,0.002509,0.668566,0.364912,1
295,0.898412,0.340426,0.084694,0.624814,0.005596,0.671673,0.499561,1
296,0.009115,0.021277,0.044554,0.536894,0.003467,0.422915,0.414912,0
297,0.469979,0.404255,0.030833,0.451056,0.002119,0.319265,0.53114,0
298,0.017654,0.297872,0.073706,0.463106,0.003467,0.422915,0.414912,1
299,0.473386,0.957447,0.028462,0.348706,0.001938,0.211289,0.568421,0
300,0.452281,0.042553,0.043503,0.526927,0.002958,0.515277,0.598684,1
301,0.031813,0.06383,0.055242,0.043886,0.003467,0.422915,0.414912,0
302,0.460466,0.87234,0.024439,0.379054,0.001639,0.378301,0.674561,0
303,0.447325,0.106383,0.024619,0.36388,0.001562,0.373641,0.765789,0
304,0.876289,0.510638,0.040471,0.638203,0.002765,0.906007,0.185088,1
305,0.894562,0.382979,0.087216,0.645641,0.005573,0.515018,0.72807,1
306,0.8762,0.489362,0.028822,0.541803,0.001853,0.582341,0.537719,1
307,0.437945,0.319149,0.046836,0.278935,0.003467,0.422915,0.414912,0
308,0.451396,0.255319,0.038309,0.378756,0.002563,0.399275,0.660965,0
309,0.009911,0.638298,0.041281,0.467718,0.003467,0.422915,0.414912,0
310,0.881067,0.382979,0.029813,0.512199,0.001982,0.552305,0.582895,1
311,0.018318,0.404255,0.073736,0.470544,0.003467,0.422915,0.414912,1
312,0.469448,0.148936,0.024979,0.117971,0.001674,0.180994,0.484649,0
313,0.868147,0.12766,0.022727,0.152782,0.001483,0.244433,0.853509,0
314,0.87682,0.212766,0.030353,0.345135,0.001606,0.346194,0.73114,0
315,0.026636,0.595745,0.072115,0.299613,0.003467,0.422915,0.414912,1
316,0.91173,0.744681,0.044194,0.445403,0.00295,0.536769,0.417105,0
317,0.004823,0.170213,0.060886,0.12169,0.003467,0.422915,0.414912,0
318,0.871997,0.914894,0.031914,0.389616,0.001695,0.222424,0.851316,0
319,0.460865,0.510638,0.075177,0.541506,0.005177,0.452097,0.266228,1
320,0.464448,0.340426,0.029152,0.349598,0.001934,0.286639,0.526754,0
321,0.889828,0.787234,0.125916,0.853764,0.008641,0.776023,0.281579,1
322,0.430114,0.191489,0.072775,0.212437,0.003467,0.422915,0.414912,1
323,0.018141,0.553191,0.088387,0.525141,0.003467,0.422915,0.414912,1
324,0.868015,0.659574,0.029512,0.288902,0.000839,0.216209,0.770614,0
325,0.451706,0.468085,0.037228,0.657542,0.002511,0.689021,0.439035,0
326,0.438255,0.191489,0.050078,0.123178,0.003467,0.422915,0.414912,0
327,0.434671,0.765957,0.056683,0.411038,0.003467,0.422915,0.414912,1
328,0.912482,0.319149,0.064009,0.490777,0.004379,0.553858,0.327193,1
329,0.894606,0.340426,0.044013,0.385153,0.002881,0.262299,0.866228,0
330,0.022565,0.510638,0.082112,0.480958,0.003467,0.422915,0.414912,1
331,0.885403,0.744681,0.064579,0.703213,0.004362,0.65769,0.414912,1
332,0.000575,0.914894,0.094272,0.41922,0.003467,0.422915,0.414912,1
333,0.894783,0.148936,0.074787,0.321482,0.004103,0.426981,0.750439,0
334,0.45613,0.106383,0.03906,0.331895,0.000976,0.350337,0.634211,0
335,0.868015,0.829787,0.030653,0.324755,0.000839,0.234076,0.770614,1
336,0.429937,0.893617,0.069203,0.4518,0.003467,0.422915,0.414912,0
337,0.009292,0.553191,0.110124,0.628384,0.003467,0.422915,0.414912,1
338,0.876952,0.510638,0.036808,0.543142,0.002565,0.535992,0.279386,1
339,0.880934,0.723404,0.02624,0.473222,0.001786,0.449767,0.563596,0
340,0.005442,0.382979,0.087066,0.442725,0.003467,0.422915,0.414912,1
341,0.447104,0.808511,0.048457,0.758108,0.0034,0.593475,0.419737,1
342,0.491261,0.595745,0.056083,0.47233,0.003893,0.473589,0.221491,1
343,0.473386,0.148936,0.025249,0.123921,0.001724,0.176334,0.44386,0
344,0.898146,0.638298,0.147292,0.683725,0.009375,0.588555,0.719298,1
345,0.894739,0.978723,0.095653,0.651294,0.006246,0.576126,0.597807,0
346,0.429981,0.446809,0.07959,0.579292,0.003467,0.422915,0.414912,0
347,0.438786,0.212766,0.05239,0.171973,0.003467,0.422915,0.414912,0
348,0.443255,0.276596,0.032965,0.157394,0.002092,0.128172,0.761404,0
349,0.429362,0.531915,0.077519,0.547307,0.003467,0.422915,0.414912,0
350,0.031592,0.914894,0.077819,0.296043,0.003467,0.422915,0.414912,1
351,0.000398,0.93617,0.121713,0.477388,0.003467,0.422915,0.414912,1
352,0.018362,0.276596,0.062267,0.143558,0.003467,0.422915,0.414912,0
353,0.907349,0.06383,0.080581,0.331003,0.00538,0.47566,0.441228,0
354,0.000664,0.893617,0.124835,0.508628,0.003467,0.422915,0.414912,1
355,0.903234,0.510638,0.087426,0.505504,0.005845,0.538063,0.437719,1
356,0.022565,0.808511,0.073526,0.493603,0.003467,0.422915,0.414912,1
